SNO,INSTCODE,NAME OF THE INSTITUTION,DIST,PLACE,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
161,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",CSD,124587,127715,150790,150790,124587,150303,146810,146810,124587,127715,124587,127715,136539,136539,148541,148541,95012,103814,56100
162,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",CSE,65255,96021,134487,149419,135461,135461,113170,113170,101532,101532,65255,108459,121696,121696,113825,129660,75390,77500,56100
163,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",CSM,88364,88364,146335,149799,101800,101800,140497,140497,109553,114232,124692,124692,129395,129395,144639,144639,102560,84937,56100
164,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",ECE,97334,119993,151447,151447,142170,142170,130452,142406,130596,150540,143437,143437,147083,147083,130391,130391,110810,124585,56100
165,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",EEE,142329,142329,142817,147879,144787,148241,142329,146317,142329,142329,142329,142329,149447,149447,142329,142329,129544,132873,56100
166,VSMR,V.S.M COLLEGE OF ENGINEERING,EG,"RAMACHANDRAP
URAM",MEC,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,141957,,,56100
167,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,AGR,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,43000
168,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,CIV,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,151380,,,43000
169,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,CS,131819,131819,139808,139808,131819,131819,131819,131819,144603,144603,131819,131819,131819,131819,131819,131819,,,43000
170,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,CSE,115914,115914,137813,138064,140056,140056,137047,140163,144599,144599,119729,119729,150983,151566,151281,151281,144214,144506,43000
171,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,ECE,112235,117032,148445,148445,112235,117032,112235,117032,124530,124530,112235,117032,141898,141898,130737,130737,147110,,43000
172,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",GTR,NARSARAOPET,EEE,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,149100,,,43000
173,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,AIM,40190,46476,99116,99116,119290,141329,98378,120404,87638,98154,122424,122424,76265,76265,102327,102327,70762,73462,40000
174,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,CIV,125029,125029,138554,143456,127242,127242,125029,125029,125029,125029,125029,125029,145900,145900,125029,125029,,,40000
175,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,CS,56169,56169,106474,128727,105329,151294,113974,113974,116846,116846,56169,56169,86624,143896,74259,74259,81625,67925,40000
176,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,CSE,29160,32735,36520,62313,83992,83992,29160,76989,57766,57766,29160,91129,37861,37861,55433,55433,25830,38260,40000
177,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,DS,60174,60174,118867,138922,104749,104749,120804,120804,130751,130751,117138,117138,75092,95962,101306,122403,77426,72448,40000
178,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,ECE,41153,41153,82942,86866,113532,113532,78115,88899,79138,79138,98115,98115,57738,62426,116109,116109,50979,61799,40000
179,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,EEE,86937,86937,146303,146303,145110,145110,149038,149038,143328,143328,86937,86937,103797,133580,148367,148367,,112651,40000
180,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGYSELF FINANCE,GTR,GUNTUR,MEC,127137,138069,150883,150883,128881,138069,127137,138069,144004,144004,127137,138069,147113,147113,127137,138069,,,40000
181,ANUPSF,"ANU COLL OF PHARMACEUTICAL
SCIENCESSELF FINANCE",GTR,GUNTUR,PHM,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,139222,,,37500
182,ARMN,"A M REDDY MEMORIAL COLL. OF
PHARMACY",GTR,NARSARAOPET,PHM,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,46300
183,ASNT,A S N PHARMACY COLLEGE,GTR,TENALI,PHD,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,38000
184,BCOP,BAPATLA COLLEGE OF PHARMACY,GTR,BAPATLA,PHM,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,65600
185,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,CIV,116231,116231,150470,150470,131654,151317,144007,144007,147906,150575,116231,116231,140751,150592,137565,137565,150818,143403,67100
186,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,CS,66795,66795,134295,134295,133015,133015,77192,97404,74180,148127,66795,66795,66795,80602,95571,95571,47197,58514,67100
187,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,CSE,56762,60935,59905,60935,112310,126784,56762,60935,56762,99091,56762,60935,59117,60935,56762,60935,28655,27475,67100
188,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,CSM,34257,92691,95146,95146,135585,135585,62653,92691,58645,92691,62503,92691,44963,92691,80036,92691,35843,35694,67100
189,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,DS,77750,77750,119457,120443,124020,124020,77750,118123,84343,146555,138877,138877,77750,77750,92445,92445,49916,49641,67100
190,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,ECE,95519,95519,106300,143308,121644,136103,107257,117446,131005,131005,95519,95519,95519,115517,95519,95519,132422,55908,67100
191,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,EEE,87751,106973,148283,151345,104568,106973,138204,149042,145024,145024,87751,106973,129411,150690,122508,147857,144786,145019,67100
192,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,INF,43243,43243,108998,121659,129168,131571,76413,117064,70568,70568,126712,126712,49154,56343,98895,98895,47245,49472,67100
193,BECB,BAPATLA ENGINEERING COLLEGE,GTR,BAPATLA,MEC,106997,106997,150246,150246,136553,136553,127917,127917,144254,144254,106997,106997,142274,142274,118751,118751,147147,119519,67100
194,BWEC,BAPATLA WOMENS ENGG COLLEGE,GTR,BAPATLA,AIM,,83725,,137280,,83725,,110106,,117298,,,,113669,,148160,,92541,43000
195,BWEC,BAPATLA WOMENS ENGG COLLEGE,GTR,BAPATLA,CSE,,72115,,118835,,140357,,134025,,148482,,72115,,78604,,127488,,70511,43000
196,BWEC,BAPATLA WOMENS ENGG COLLEGE,GTR,BAPATLA,ECE,,127503,,142658,,142609,,146096,,138216,,,,137454,,132994,,145309,43000
197,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CAI,74799,74799,150696,150696,120408,120408,143961,143961,128002,128002,74799,74799,88332,122449,91940,101811,84168,85038,43000
198,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CIT,99912,109953,149734,149734,99912,109953,141435,141435,128583,133841,100575,109953,146849,146849,117137,117137,91548,121097,43000
199,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CSC,97258,97258,139063,140874,149685,149685,97258,115469,140517,140584,97258,97258,124470,124470,124552,124552,90894,100038,43000
200,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CSD,66790,69120,129922,143440,130235,146136,126887,126887,136911,136911,66790,69120,94275,94275,90326,106236,74241,79863,43000
201,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CSE,58731,61411,131464,131464,139400,139400,144536,148385,150846,150846,58731,76393,74832,74832,116802,126915,72851,68591,43000
202,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,CSM,67451,74742,137596,137596,95147,95147,126591,132616,137020,137631,67451,74742,87693,104939,94591,94591,70996,78174,43000
203,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,ECE,91847,132196,150886,150886,150369,150369,148835,148835,147758,147758,125132,135867,148763,148763,140951,140951,108265,107611,43000
204,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",GTR,GUNTUR,EEE,133913,133913,144345,144345,149072,149072,133913,133913,146259,146259,133913,133913,149707,149707,133913,133913,,,43000
205,CIPS,"CHEBROLU HANUMAIAH INST. OF
PHARM SCIENCES",GTR,GUNTUR,PHM,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,59600
206,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,AIM,93372,93372,151591,151591,93372,100484,128584,134984,147566,147566,142605,142605,110863,145947,139162,139162,98114,96634,43000
207,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,CAI,128932,146982,135996,147373,131869,148041,137458,148483,144381,149698,128932,146982,143720,147530,146461,146982,130640,124639,43000
208,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,CSC,119759,119759,149935,149935,133564,133564,140769,140769,133358,144447,119759,119759,148745,148745,140703,147156,136813,132307,43000
209,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,CSD,140478,140478,148847,151772,140478,140478,148554,148554,149369,149369,140478,140478,140478,140478,140478,140478,117887,133228,43000
210,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,CSE,67112,96559,139788,140268,145667,145667,124042,148589,146627,147316,114810,114810,109635,118960,115744,135406,83308,93962,43000
211,CITY,CHALAPATHI INST OF TECHNOLOGY,GTR,GUNTUR,ECE,134168,135333,142306,151457,148306,148306,145357,145357,148910,148910,134168,139555,148708,148708,143404,149775,134014,126976,43000
212,CLPT,"CHALAPATHI INSTITUTE OF
PHARMACEUTICAL SCI.",GTR,GUNTUR,PHD,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,23756,,,65000
213,CLPT,"CHALAPATHI INSTITUTE OF
PHARMACEUTICAL SCI.",GTR,GUNTUR,PHM,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,110114,,,77500
214,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,AUT,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,106253,,,43000
215,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,CAI,129026,129026,151111,151111,146873,146873,129026,129026,129026,134597,129026,129026,136799,148272,129026,129026,151129,142875,43000
216,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,CIV,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,137716,,,43000
217,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,CSE,119701,119701,141593,151746,128140,128140,150229,150229,143292,143292,145938,145938,148940,148940,119701,119701,150595,129969,43000
218,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,CSG,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,142068,,,43000
219,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,CSM,146112,146112,146112,146112,149431,149431,146112,146112,146112,146112,146112,146112,146112,146112,146112,146112,141956,,43000
220,ESWR,ESWAR COLLEGE OF ENGINEERING,GTR,NARSARAOPET,ECE,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,144772,,,43000
221,GECG,GUNTUR ENGINEERING COLLEGE,GTR,GUNTUR,CSD,76022,76022,137616,151208,150841,150841,140789,147453,130195,130195,147023,147023,94349,137934,117533,117533,90774,106835,43000
222,GECG,GUNTUR ENGINEERING COLLEGE,GTR,GUNTUR,CSE,102996,102996,128707,132609,134312,135432,146342,146342,143460,143460,102996,146554,106485,106485,111849,114140,89098,90835,43000
223,GECG,GUNTUR ENGINEERING COLLEGE,GTR,GUNTUR,CSM,62974,77555,146110,146110,90295,90295,128679,138827,136089,150258,62974,77555,150537,150537,141779,141779,91874,105444,43000
224,GECG,GUNTUR ENGINEERING COLLEGE,GTR,GUNTUR,ECE,103233,111884,125191,125191,113982,135665,120052,120052,148258,148258,103233,111884,135810,148563,123462,123462,112977,117260,43000
225,GVRS,"G V R AND S COLLEGE OF ENGG. AND
TECHNOLOGY",GTR,GUNTUR,AID,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,149115,,,43000
226,GVRS,"G V R AND S COLLEGE OF ENGG. AND
TECHNOLOGY",GTR,GUNTUR,CSE,106815,110835,151608,151608,149965,149965,143400,143400,137910,147703,106815,110835,141106,141321,106815,110835,140815,119446,43000
227,GVRS,"G V R AND S COLLEGE OF ENGG. AND
TECHNOLOGY",GTR,GUNTUR,CSM,151745,151745,151745,151745,151766,151766,151745,151745,151745,151745,,151745,151745,151745,151745,151745,,140572,43000
228,GVRS,"G V R AND S COLLEGE OF ENGG. AND
TECHNOLOGY",GTR,GUNTUR,ECE,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,143379,,,43000
229,HICP,HINDU COLLEGE OF PHARMACY,GTR,GUNTUR,PHD,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,140808,,,65000
230,HICP,HINDU COLLEGE OF PHARMACY,GTR,GUNTUR,PHM,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,143903,,,53500
231,HIND,"HINDU COLLEGE OF ENGINEERING
AND TECHNOLOGY",GTR,GUNTUR,AIM,126467,149124,142440,149124,126467,149124,126467,149124,126467,149124,126467,149124,126467,149124,126467,149124,123704,,43000
232,HIND,"HINDU COLLEGE OF ENGINEERING
AND TECHNOLOGY",GTR,GUNTUR,CSE,131235,131235,142437,144290,131235,131235,131235,131235,138423,138423,131235,131235,142221,142221,131235,131235,149919,126126,43000
233,HIND,"HINDU COLLEGE OF ENGINEERING
AND TECHNOLOGY",GTR,GUNTUR,ECE,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,131427,,,43000
234,JNTN,"JNTUK COLLEGE OF ENGINEERING
NARSARAOPETA",GTR,NARSARAOPET,CIV,60680,104550,128771,128771,139894,139894,134083,142881,60680,104550,60680,104550,132947,132947,134602,134602,136199,137220,10000
235,JNTN,"JNTUK COLLEGE OF ENGINEERING
NARSARAOPETA",GTR,NARSARAOPET,CSE,18889,18889,40129,42722,37643,48543,38678,38678,29726,29726,18889,18889,26872,28664,29776,29776,22584,10895,10000
236,JNTN,"JNTUK COLLEGE OF ENGINEERING
NARSARAOPETA",GTR,NARSARAOPET,ECE,28248,30297,86538,94270,59527,59527,36250,36250,34504,90000,45692,45692,45461,45800,33797,59056,39737,49680,10000
237,JNTN,"JNTUK COLLEGE OF ENGINEERING
NARSARAOPETA",GTR,NARSARAOPET,EEE,49031,49031,151736,151736,92460,102648,137348,137348,114179,114179,104361,104361,93616,106902,144860,144860,123235,,10000
238,JNTN,"JNTUK COLLEGE OF ENGINEERING
NARSARAOPETA",GTR,NARSARAOPET,MEC,84261,122460,139709,149678,112898,122460,98519,122460,131499,144965,84261,146451,141159,141159,120260,122460,99770,,10000
239,KECW,"KRISHNAVENI ENGG COLLEGE FOR
WOMEN",GTR,NARSARAOPET,CSE,,114726,,148419,,127197,,126760,,114726,,,,130431,,114726,,147728,43000
240,KHIT,"KALLAM HARANADH REDDY INST OF
TECH",GTR,GUNTUR,CAD,72319,77849,144696,146914,143727,148935,126236,126236,129189,129189,120833,120833,142006,142006,87083,87083,84289,85792,47300
241,KHIT,"KALLAM HARANADH REDDY INST OF
TECH",GTR,GUNTUR,CIV,125133,125133,138245,138634,125133,142024,130641,136743,150226,150226,125133,125133,150635,150635,145451,145451,,,47300
242,KHIT,"KALLAM HARANADH REDDY INST OF
TECH",GTR,GUNTUR,CSD,60028,60028,130554,140149,133657,140201,120952,120952,102609,102609,60028,60028,85398,85398,86302,86302,70038,66973,47300
